"cluster" "start" "end" "size" "node"
"2579" "cluster859" 1271570 1272041 471 45
"2580" "cluster860" 1272042 1273599 1557 45
"2581" "cluster861" 1273600 1274003 403 45
"2582" "cluster869" 1285261 1285715 454 45
"2583" "cluster876" 1289750 1290586 836 45
"2584" "cluster877" 1290587 1290626 39 45
"2585" "cluster878" 1290627 1291547 920 45
"2586" "cluster878" 1292702 1292720 18 45
"2587" "cluster879" 1292721 1293056 335 45
"2588" "cluster880" 1293057 1293080 23 45
"2589" "cluster881" 1293081 1294218 1137 45
"2590" "cluster916" 1347713 1347922 209 45
"2591" "cluster941" 1380356 1380721 365 45
"2592" "cluster958" 1424756 1424965 209 45
"2593" "cluster959" 1424966 1426187 1221 45
"2594" "cluster960" 1426188 1427083 895 45
"2595" "cluster960" 1427633 1427945 312 45
"2596" "cluster961" 1429531 1431981 2450 45
"2597" "cluster970" 1439472 1439675 203 45
"2598" "cluster976" 1452190 1454773 2583 45
"2599" "cluster976" 1455853 1456003 150 45
"2600" "cluster977" 1456004 1456549 545 45
"2601" "cluster981" 1465789 1465939 150 45
"2602" "cluster982" 1466389 1466667 278 45
"2603" "cluster985" 1468107 1468144 37 45
"2604" "cluster1027" 1548067 1548208 141 45
"2605" "cluster1052" 1589749 1589851 102 45
"2606" "cluster1056" 1594355 1594781 426 45
"2607" "cluster1061" 1596001 1596637 636 45
"2608" "cluster1062" 1596638 1596673 35 45
"2609" "cluster1063" 1597859 1598371 512 45
"2610" "cluster1066" 1600237 1600657 420 45
"2611" "cluster1067" 1600658 1600791 133 45
"2612" "cluster1068" 1600792 1600823 31 45
"2613" "cluster1069" 1600824 1601465 641 45
"2614" "cluster1096" 1647253 1649984 2731 45
"2615" "cluster1097" 1649985 1650409 424 45
"2616" "cluster1102" 1655847 1655955 108 45
"2617" "cluster1103" 1656793 1657389 596 45
"2618" "cluster1104" 1657390 1657820 430 45
"2619" "cluster1105" 1657821 1657879 58 45
"2620" "cluster1110" 1661183 1662761 1578 45
"2621" "cluster20" 25492 25905 413 46
"2622" "cluster21" 25906 26315 409 46
"2623" "cluster26" 29695 29720 25 46
"2624" "cluster27" 29721 29899 178 46
"2625" "cluster33" 42485 43087 602 46
"2626" "cluster40" 49470 49673 203 46
"2627" "cluster54" 64574 65579 1005 46
"2628" "cluster67" 91659 92519 860 46
"2629" "cluster69" 97715 97983 268 46
"2630" "cluster73" 106981 107257 276 46
"2631" "cluster75" 112553 112753 200 46
"2632" "cluster77" 113749 113949 200 46
"2633" "cluster86" 131581 132091 510 46
"2634" "cluster86" 132827 133161 334 46
"2635" "cluster89" 135565 135624 59 46
"2636" "cluster90" 135625 135654 29 46
"2637" "cluster91" 135655 135971 316 46
"2638" "cluster120" 181306 181663 357 46
"2639" "cluster147" 233259 233425 166 46
"2640" "cluster147" 233953 235120 1167 46
"2641" "cluster172" 245019 246459 1440 46
"2642" "cluster179" 250558 250672 114 46
"2643" "cluster179" 253630 254654 1024 46
"2644" "cluster179" 256415 258123 1708 46
"2645" "cluster179" 259495 259995 500 46
"2646" "cluster253" 337879 339190 1311 46
"2647" "cluster293" 408809 409077 268 46
"2648" "cluster294" 409078 409102 24 46
"2649" "cluster295" 409103 409494 391 46
"2650" "cluster295" 409763 410186 423 46
"2651" "cluster295" 410579 410863 284 46
"2652" "cluster295" 411081 413713 2632 46
"2653" "cluster296" 414759 414829 70 46
"2654" "cluster297" 414830 415109 279 46
"2655" "cluster300" 420444 420517 73 46
"2656" "cluster301" 420518 421329 811 46
"2657" "cluster309" 434366 434419 53 46
"2658" "cluster312" 439079 439529 450 46
"2659" "cluster319" 451892 452265 373 46
"2660" "cluster319" 453360 453600 240 46
"2661" "cluster320" 453601 453679 78 46
"2662" "cluster321" 453680 453911 231 46
"2663" "cluster321" 454932 455271 339 46
"2664" "cluster322" 457345 457786 441 46
"2665" "cluster323" 457787 459725 1938 46
"2666" "cluster330" 471681 472380 699 46
"2667" "cluster351" 494546 494615 69 46
"2668" "cluster351" 497981 498515 534 46
"2669" "cluster397" 602942 603485 543 46
"2670" "cluster397" 603856 604697 841 46
"2671" "cluster397" 606859 607309 450 46
"2672" "cluster397" 608659 609094 435 46
"2673" "cluster424" 649992 652174 2182 46
"2674" "cluster429" 660995 661127 132 46
"2675" "cluster429" 662185 663695 1510 46
"2676" "cluster439" 698125 698225 100 46
"2677" "cluster451" 731947 732001 54 46
"2678" "cluster487" 747279 747819 540 46
"2679" "cluster488" 747820 747842 22 46
"2680" "cluster489" 747843 747873 30 46
"2681" "cluster490" 748523 748973 450 46
"2682" "cluster490" 749518 749836 318 46
"2683" "cluster523" 782605 782721 116 46
"2684" "cluster524" 782722 783157 435 46
"2685" "cluster528" 787133 787660 527 46
"2686" "cluster529" 787661 788095 434 46
"2687" "cluster529" 789389 789707 318 46
"2688" "cluster529" 790233 790511 278 46
"2689" "cluster532" 795308 796000 692 46
"2690" "cluster532" 796968 797339 371 46
"2691" "cluster532" 799052 799489 437 46
"2692" "cluster533" 803487 803637 150 46
"2693" "cluster533" 804437 804637 200 46
"2694" "cluster533" 806097 806465 368 46
"2695" "cluster548" 843351 843405 54 46
"2696" "cluster560" 858013 858271 258 46
"2697" "cluster605" 916088 916971 883 46
"2698" "cluster606" 916972 917908 936 46
"2699" "cluster607" 917909 918047 138 46
"2700" "cluster609" 922552 923085 533 46
"2701" "cluster633" 944661 944731 70 46
"2702" "cluster648" 965057 966536 1479 46
"2703" "cluster649" 966537 966755 218 46
"2704" "cluster649" 969631 970279 648 46
"2705" "cluster650" 970280 970303 23 46
"2706" "cluster664" 985875 985957 82 46
"2707" "cluster705" 1046839 1046883 44 46
"2708" "cluster706" 1046884 1047023 139 46
"2709" "cluster707" 1047024 1047196 172 46
"2710" "cluster709" 1054296 1054445 149 46
"2711" "cluster710" 1054833 1056663 1830 46
"2712" "cluster719" 1069931 1070013 82 46
"2713" "cluster726" 1081773 1081988 215 46
"2714" "cluster727" 1081989 1082199 210 46
"2715" "cluster728" 1083443 1084947 1504 46
"2716" "cluster731" 1088176 1088636 460 46
"2717" "cluster731" 1088891 1089191 300 46
"2718" "cluster731" 1090064 1090969 905 46
"2719" "cluster741" 1103905 1104022 117 46
"2720" "cluster776" 1142701 1142871 170 46
"2721" "cluster776" 1143340 1143877 537 46
"2722" "cluster807" 1185373 1185557 184 46
"2723" "cluster826" 1208419 1208964 545 46
"2724" "cluster827" 1208965 1209245 280 46
"2725" "cluster828" 1209246 1209497 251 46
"2726" "cluster828" 1209847 1210351 504 46
"2727" "cluster836" 1225231 1226981 1750 46
"2728" "cluster841" 1231017 1231167 150 46
"2729" "cluster843" 1233666 1233729 63 46
"2730" "cluster844" 1236782 1237025 243 46
"2731" "cluster847" 1241009 1241409 400 46
"2732" "cluster847" 1243600 1243924 324 46
"2733" "cluster848" 1243925 1246181 2256 46
"2734" "cluster848" 1247028 1247274 246 46
"2735" "cluster850" 1250020 1250104 84 46
"2736" "cluster851" 1250105 1251427 1322 46
"2737" "cluster852" 1251428 1252210 782 46
"2738" "cluster852" 1252448 1252702 254 46
"2739" "cluster856" 1264975 1265494 519 46
"2740" "cluster881" 1295477 1295805 328 46
"2741" "cluster890" 1303894 1304123 229 46
"2742" "cluster893" 1312170 1312780 610 46
"2743" "cluster930" 1363554 1363613 59 46
"2744" "cluster931" 1363614 1364428 814 46
"2745" "cluster931" 1364975 1365191 216 46
"2746" "cluster931" 1366330 1367260 930 46
"2747" "cluster932" 1367261 1367262 1 46
"2748" "cluster932" 1369085 1369764 679 46
"2749" "cluster940" 1376321 1376771 450 46
"2750" "cluster941" 1377219 1377354 135 46
"2751" "cluster941" 1385119 1385451 332 46
"2752" "cluster958" 1414418 1415047 629 46
"2753" "cluster958" 1416277 1416337 60 46
"2754" "cluster958" 1418727 1419471 744 46
"2755" "cluster958" 1419831 1423323 3492 46
"2756" "cluster966" 1435251 1436323 1072 46
"2757" "cluster974" 1442466 1442778 312 46
"2758" "cluster974" 1443355 1443559 204 46
"2759" "cluster974" 1444578 1444956 378 46
"2760" "cluster974" 1445343 1445551 208 46
"2761" "cluster975" 1445552 1446160 608 46
"2762" "cluster976" 1452291 1452395 104 46
"2763" "cluster981" 1463425 1463491 66 46
"2764" "cluster981" 1465481 1465939 458 46
"2765" "cluster982" 1466389 1466977 588 46
"2766" "cluster982" 1467204 1467248 44 46
"2767" "cluster983" 1467249 1467347 98 46
"2768" "cluster984" 1467348 1467372 24 46
"2769" "cluster985" 1467373 1468925 1552 46
"2770" "cluster985" 1469733 1469933 200 46
"2771" "cluster985" 1470383 1470533 150 46
"2772" "cluster986" 1472145 1472679 534 46
"2773" "cluster988" 1475772 1475878 106 46
"2774" "cluster989" 1475879 1475906 27 46
"2775" "cluster990" 1475907 1476576 669 46
"2776" "cluster998" 1491057 1491492 435 46
"2777" "cluster998" 1491907 1492057 150 46
"2778" "cluster1039" 1576297 1576825 528 46
"2779" "cluster1039" 1579339 1579711 372 46
"2780" "cluster1040" 1579712 1579815 103 46
"2781" "cluster1041" 1579816 1579839 23 46
"2782" "cluster1042" 1579840 1580326 486 46
"2783" "cluster1078" 1626809 1627163 354 46
"2784" "cluster1081" 1632391 1632501 110 46
"2785" "cluster1094" 1646102 1646261 159 46
"2786" "cluster1096" 1646931 1647647 716 46
"2787" "cluster1097" 1650651 1650768 117 46
"2788" "cluster1098" 1651831 1652051 220 46
"2789" "cluster1098" 1652451 1652691 240 46
"2790" "cluster1102" 1655379 1655765 386 46
"2791" "cluster1106" 1658835 1658907 72 46
"2792" "cluster1107" 1658908 1659198 290 46
"2793" "cluster1108" 1659199 1659324 125 46
"2794" "cluster1109" 1659325 1660083 758 46
"2795" "cluster31" 34333 34520 187 49
"2796" "cluster33" 42485 43087 602 49
"2797" "cluster54" 62886 64695 1809 49
"2798" "cluster59" 67485 68285 800 49
"2799" "cluster67" 92103 92699 596 49
"2800" "cluster73" 108952 109071 119 49
"2801" "cluster74" 110973 111605 632 49
"2802" "cluster78" 120058 120135 77 49
"2803" "cluster79" 120136 120614 478 49
"2804" "cluster80" 120615 120793 178 49
"2805" "cluster89" 135565 135624 59 49
"2806" "cluster90" 135625 135654 29 49
"2807" "cluster91" 135655 135902 247 49
"2808" "cluster115" 166116 166342 226 49
"2809" "cluster119" 174665 174846 181 49
"2810" "cluster119" 176806 177933 1127 49
"2811" "cluster121" 182761 182962 201 49
"2812" "cluster125" 190753 191203 450 49
"2813" "cluster127" 197244 197477 233 49
"2814" "cluster133" 214633 216456 1823 49
"2815" "cluster139" 221254 221388 134 49
"2816" "cluster166" 240971 241127 156 49
"2817" "cluster186" 271652 272238 586 49
"2818" "cluster194" 276459 276915 456 49
"2819" "cluster266" 367121 367521 400 49
"2820" "cluster267" 368819 368872 53 49
"2821" "cluster284" 396477 396760 283 49
"2822" "cluster285" 396761 396783 22 49
"2823" "cluster285" 398809 399092 283 49
"2824" "cluster286" 401656 403231 1575 49
"2825" "cluster286" 404931 405334 403 49
"2826" "cluster287" 405335 405584 249 49
"2827" "cluster295" 411579 412626 1047 49
"2828" "cluster301" 421179 421843 664 49
"2829" "cluster302" 421844 421996 152 49
"2830" "cluster303" 421997 422514 517 49
"2831" "cluster303" 423471 424297 826 49
"2832" "cluster304" 429698 429971 273 49
"2833" "cluster305" 429972 430002 30 49
"2834" "cluster306" 430003 430318 315 49
"2835" "cluster319" 453360 453600 240 49
"2836" "cluster320" 453601 453679 78 49
"2837" "cluster321" 453680 453811 131 49
"2838" "cluster321" 455524 455669 145 49
"2839" "cluster322" 455670 456113 443 49
"2840" "cluster340" 483694 483754 60 49
"2841" "cluster348" 491057 491538 481 49
"2842" "cluster350" 493374 493803 429 49
"2843" "cluster351" 495137 495404 267 49
"2844" "cluster358" 511650 511787 137 49
"2845" "cluster358" 512387 512587 200 49
"2846" "cluster380" 578136 578255 119 49
"2847" "cluster381" 578984 579268 284 49
"2848" "cluster397" 602643 603209 566 49
"2849" "cluster397" 603695 605861 2166 49
"2850" "cluster424" 647405 647724 319 49
"2851" "cluster424" 652424 652556 132 49
"2852" "cluster426" 653701 654371 670 49
"2853" "cluster431" 675841 676122 281 49
"2854" "cluster439" 698189 698675 486 49
"2855" "cluster439" 699375 699695 320 49
"2856" "cluster445" 713431 713854 423 49
"2857" "cluster454" 736445 736645 200 49
"2858" "cluster454" 738095 738161 66 49
"2859" "cluster454" 738795 738945 150 49
"2860" "cluster505" 755343 755393 50 49
"2861" "cluster512" 763329 763429 100 49
"2862" "cluster516" 767171 767221 50 49
"2863" "cluster528" 786393 787104 711 49
"2864" "cluster529" 790945 791445 500 49
"2865" "cluster532" 794862 795368 506 49
"2866" "cluster532" 797173 797689 516 49
"2867" "cluster533" 801687 802103 416 49
"2868" "cluster548" 834281 834700 419 49
"2869" "cluster554" 854253 854741 488 49
"2870" "cluster555" 854742 854807 65 49
"2871" "cluster556" 854808 855057 249 49
"2872" "cluster560" 858110 858271 161 49
"2873" "cluster578" 888938 889172 234 49
"2874" "cluster579" 889173 889205 32 49
"2875" "cluster580" 889206 889517 311 49
"2876" "cluster581" 889518 890042 524 49
"2877" "cluster603" 915593 915696 103 49
"2878" "cluster604" 915697 915729 32 49
"2879" "cluster605" 915730 915993 263 49
"2880" "cluster606" 917439 917672 233 49
"2881" "cluster616" 928957 929525 568 49
"2882" "cluster648" 964407 964557 150 49
"2883" "cluster649" 967297 967578 281 49
"2884" "cluster673" 1000957 1001029 72 49
"2885" "cluster674" 1003315 1003778 463 49
"2886" "cluster679" 1011012 1011369 357 49
"2887" "cluster679" 1011618 1011895 277 49
"2888" "cluster680" 1015993 1016110 117 49
"2889" "cluster680" 1017193 1017446 253 49
"2890" "cluster682" 1020423 1021539 1116 49
"2891" "cluster687" 1028875 1029127 252 49
"2892" "cluster688" 1029128 1029177 49 49
"2893" "cluster689" 1029178 1029696 518 49
"2894" "cluster702" 1044642 1044999 357 49
"2895" "cluster707" 1047757 1048000 243 49
"2896" "cluster708" 1048001 1048427 426 49
"2897" "cluster708" 1048937 1049510 573 49
"2898" "cluster708" 1049845 1050552 707 49
"2899" "cluster709" 1050553 1052235 1682 49
"2900" "cluster709" 1052635 1053763 1128 49
"2901" "cluster709" 1053883 1054488 605 49
"2902" "cluster710" 1055001 1055284 283 49
"2903" "cluster710" 1055677 1056220 543 49
"2904" "cluster732" 1092339 1092655 316 49
"2905" "cluster805" 1181589 1181822 233 49
"2906" "cluster806" 1181823 1181899 76 49
"2907" "cluster807" 1181900 1182089 189 49
"2908" "cluster831" 1214022 1214758 736 49
"2909" "cluster836" 1228370 1228488 118 49
"2910" "cluster843" 1233783 1234248 465 49
"2911" "cluster846" 1238445 1238611 166 49
"2912" "cluster846" 1239770 1240615 845 49
"2913" "cluster847" 1240616 1242085 1469 49
"2914" "cluster847" 1243078 1243240 162 49
"2915" "cluster848" 1245863 1246907 1044 49
"2916" "cluster859" 1270764 1270887 123 49
"2917" "cluster859" 1271808 1272041 233 49
"2918" "cluster860" 1272042 1272535 493 49
"2919" "cluster860" 1272740 1273433 693 49
"2920" "cluster865" 1281873 1282182 309 49
"2921" "cluster865" 1282283 1282597 314 49
"2922" "cluster866" 1282598 1282640 42 49
"2923" "cluster867" 1283204 1283771 567 49
"2924" "cluster907" 1326909 1327290 381 49
"2925" "cluster914" 1343819 1344523 704 49
"2926" "cluster941" 1383594 1384102 508 49
"2927" "cluster945" 1387013 1387063 50 49
"2928" "cluster946" 1390813 1390859 46 49
"2929" "cluster947" 1391757 1392373 616 49
"2930" "cluster948" 1392374 1392731 357 49
"2931" "cluster953" 1407125 1407547 422 49
"2932" "cluster976" 1451797 1452251 454 49
"2933" "cluster976" 1452689 1453209 520 49
"2934" "cluster982" 1466389 1466533 144 49
"2935" "cluster985" 1468107 1468144 37 49
"2936" "cluster985" 1469333 1470765 1432 49
"2937" "cluster991" 1480015 1480166 151 49
"2938" "cluster994" 1483065 1483327 262 49
"2939" "cluster998" 1493207 1493857 650 49
"2940" "cluster998" 1494557 1495701 1144 49
"2941" "cluster999" 1495702 1496400 698 49
"2942" "cluster1000" 1496401 1497097 696 49
"2943" "cluster1011" 1520738 1521099 361 49
"2944" "cluster1026" 1544862 1545170 308 49
"2945" "cluster1027" 1545171 1545670 499 49
"2946" "cluster1044" 1583106 1583464 358 49
"2947" "cluster1061" 1595231 1595408 177 49
"2948" "cluster1081" 1636489 1637131 642 49
"2949" "cluster1082" 1637132 1638005 873 49
"2950" "cluster1090" 1642941 1643383 442 49
"2951" "cluster1093" 1645614 1645904 290 49
"2952" "cluster1094" 1645905 1646039 134 49
"2953" "cluster1096" 1647411 1647661 250 49
"2954" "cluster1097" 1650109 1650339 230 49
"2955" "cluster1097" 1651719 1651747 28 49
"2956" "cluster1098" 1651748 1652205 457 49
"2957" "cluster1104" 1657391 1657598 207 49
"2958" "cluster1104" 1657802 1657820 18 49
"2959" "cluster1105" 1657821 1658009 188 49
"2960" "cluster1105" 1658217 1658285 68 49
"2961" "cluster1106" 1658286 1658907 621 49
"2962" "cluster1107" 1658908 1659198 290 49
"2963" "cluster1108" 1659199 1659319 120 49
"2964" "cluster1113" 1663902 1664573 671 49
"2965" "cluster1113" 1664823 1664993 170 49
"2966" "cluster1114" 1664994 1665015 21 49
"2967" "cluster1115" 1665016 1665273 257 49
"2968" "cluster32" 40631 40989 358 51
"2969" "cluster33" 41531 42087 556 51
"2970" "cluster33" 42596 42698 102 51
"2971" "cluster54" 65295 65545 250 51
"2972" "cluster66" 91069 91134 65 51
"2973" "cluster67" 91135 91237 102 51
"2974" "cluster72" 100437 102009 1572 51
"2975" "cluster77" 117936 118012 76 51
"2976" "cluster78" 118013 118134 121 51
"2977" "cluster89" 135565 135624 59 51
"2978" "cluster90" 135625 135654 29 51
"2979" "cluster91" 135655 135971 316 51
"2980" "cluster95" 139561 139860 299 51
"2981" "cluster95" 140029 140036 7 51
"2982" "cluster96" 140037 140641 604 51
"2983" "cluster115" 169239 169353 114 51
"2984" "cluster116" 169354 169479 125 51
"2985" "cluster117" 169480 169662 182 51
"2986" "cluster118" 169663 170918 1255 51
"2987" "cluster119" 174627 175015 388 51
"2988" "cluster139" 219263 219907 644 51
"2989" "cluster139" 220825 221175 350 51
"2990" "cluster145" 227063 228379 1316 51
"2991" "cluster146" 230438 230641 203 51
"2992" "cluster179" 255745 256345 600 51
"2993" "cluster179" 261195 261433 238 51
"2994" "cluster179" 263021 263809 788 51
"2995" "cluster186" 271581 271734 153 51
"2996" "cluster222" 314409 314559 150 51
"2997" "cluster233" 322835 322891 56 51
"2998" "cluster234" 322892 323503 611 51
"2999" "cluster252" 337449 337832 383 51
"3000" "cluster253" 337833 338257 424 51
"3001" "cluster253" 338736 339190 454 51
"3002" "cluster253" 340397 340597 200 51
"3003" "cluster255" 344977 345519 542 51
"3004" "cluster259" 356855 357405 550 51
"3005" "cluster266" 366071 366221 150 51
"3006" "cluster266" 366613 367380 767 51
"3007" "cluster267" 369519 370269 750 51
"3008" "cluster284" 395585 396240 655 51
"3009" "cluster295" 412929 413169 240 51
"3010" "cluster296" 414709 414829 120 51
"3011" "cluster297" 414830 415309 479 51
"3012" "cluster299" 420218 420320 102 51
"3013" "cluster300" 420321 420515 194 51
"3014" "cluster304" 429791 429891 100 51
"3015" "cluster313" 445227 445377 150 51
"3016" "cluster315" 446664 446978 314 51
"3017" "cluster316" 446979 447671 692 51
"3018" "cluster323" 461692 462014 322 51
"3019" "cluster324" 462015 462059 44 51
"3020" "cluster325" 463096 463420 324 51
"3021" "cluster326" 463421 463672 251 51
"3022" "cluster351" 498051 498301 250 51
"3023" "cluster358" 512671 512737 66 51
"3024" "cluster366" 530891 530934 43 51
"3025" "cluster368" 535336 535590 254 51
"3026" "cluster371" 543123 544052 929 51
"3027" "cluster371" 545261 545461 200 51
"3028" "cluster371" 546027 546209 182 51
"3029" "cluster373" 560082 560533 451 51
"3030" "cluster397" 602868 603310 442 51
"3031" "cluster397" 603608 603929 321 51
"3032" "cluster397" 604306 604910 604 51
"3033" "cluster397" 607223 607289 66 51
"3034" "cluster397" 607998 608362 364 51
"3035" "cluster397" 609046 609359 313 51
"3036" "cluster419" 642522 642672 150 51
"3037" "cluster424" 650552 651305 753 51
"3038" "cluster426" 654403 654828 425 51
"3039" "cluster427" 654829 654865 36 51
"3040" "cluster431" 671731 671921 190 51
"3041" "cluster435" 684970 685697 727 51
"3042" "cluster435" 685919 686353 434 51
"3043" "cluster436" 686354 686681 327 51
"3044" "cluster439" 699825 700400 575 51
"3045" "cluster445" 713134 715065 1931 51
"3046" "cluster446" 719976 720389 413 51
"3047" "cluster447" 720390 720403 13 51
"3048" "cluster450" 730097 730523 426 51
"3049" "cluster454" 737045 737995 950 51
"3050" "cluster479" 743679 743876 197 51
"3051" "cluster512" 761605 762659 1054 51
"3052" "cluster533" 805487 806443 956 51
"3053" "cluster545" 823413 823716 303 51
"3054" "cluster545" 827186 827960 774 51
"3055" "cluster545" 829295 829715 420 51
"3056" "cluster546" 829716 829840 124 51
"3057" "cluster547" 829841 829959 118 51
"3058" "cluster548" 833664 833845 181 51
"3059" "cluster548" 840187 840357 170 51
"3060" "cluster548" 841653 843243 1590 51
"3061" "cluster549" 843805 844094 289 51
"3062" "cluster581" 890283 890863 580 51
"3063" "cluster582" 890864 891079 215 51
"3064" "cluster583" 891080 891418 338 51
"3065" "cluster584" 891419 891635 216 51
"3066" "cluster606" 917477 917689 212 51
"3067" "cluster607" 918967 919459 492 51
"3068" "cluster608" 919460 920052 592 51
"3069" "cluster627" 936497 936593 96 51
"3070" "cluster630" 937136 937457 321 51
"3071" "cluster661" 984368 984799 431 51
"3072" "cluster667" 993443 993719 276 51
"3073" "cluster677" 1008049 1008256 207 51
"3074" "cluster677" 1008528 1008730 202 51
"3075" "cluster680" 1015489 1017446 1957 51
"3076" "cluster681" 1020027 1020157 130 51
"3077" "cluster682" 1020158 1020495 337 51
"3078" "cluster702" 1042499 1042641 142 51
"3079" "cluster702" 1044096 1044399 303 51
"3080" "cluster704" 1046669 1046715 46 51
"3081" "cluster705" 1046716 1046883 167 51
"3082" "cluster706" 1046884 1047023 139 51
"3083" "cluster707" 1047024 1047196 172 51
"3084" "cluster707" 1047458 1048000 542 51
"3085" "cluster708" 1048001 1048882 881 51
"3086" "cluster708" 1049282 1049898 616 51
"3087" "cluster719" 1069465 1069665 200 51
"3088" "cluster728" 1084847 1085135 288 51
"3089" "cluster731" 1089291 1090141 850 51
"3090" "cluster731" 1090927 1091190 263 51
"3091" "cluster741" 1103171 1104471 1300 51
"3092" "cluster764" 1127273 1127350 77 51
"3093" "cluster764" 1130072 1130238 166 51
"3094" "cluster765" 1130239 1130344 105 51
"3095" "cluster770" 1139806 1140059 253 51
"3096" "cluster776" 1145031 1145151 120 51
"3097" "cluster805" 1181573 1181822 249 51
"3098" "cluster806" 1181823 1181899 76 51
"3099" "cluster807" 1181900 1182047 147 51
"3100" "cluster831" 1213568 1214341 773 51
"3101" "cluster837" 1228923 1229103 180 51
"3102" "cluster848" 1244082 1244268 186 51
"3103" "cluster852" 1253980 1254209 229 51
"3104" "cluster854" 1261630 1261935 305 51
"3105" "cluster856" 1266329 1266718 389 51
"3106" "cluster857" 1266719 1266851 132 51
"3107" "cluster857" 1267184 1267489 305 51
"3108" "cluster859" 1271651 1272041 390 51
"3109" "cluster860" 1272042 1272383 341 51
"3110" "cluster884" 1299018 1299195 177 51
"3111" "cluster885" 1299196 1299246 50 51
"3112" "cluster885" 1299767 1299908 141 51
"3113" "cluster891" 1306508 1306840 332 51
"3114" "cluster895" 1316172 1316245 73 51
"3115" "cluster907" 1328389 1328690 301 51
"3116" "cluster909" 1333532 1333755 223 51
"3117" "cluster931" 1364321 1364753 432 51
"3118" "cluster941" 1382937 1383576 639 51
"3119" "cluster942" 1385985 1386209 224 51
"3120" "cluster943" 1386210 1386704 494 51
"3121" "cluster952" 1399599 1399769 170 51
"3122" "cluster953" 1408211 1408552 341 51
"3123" "cluster958" 1414072 1414492 420 51
"3124" "cluster958" 1424285 1424965 680 51
"3125" "cluster959" 1424966 1425135 169 51
"3126" "cluster959" 1425229 1425380 151 51
"3127" "cluster969" 1438660 1438980 320 51
"3128" "cluster970" 1439926 1440058 132 51
"3129" "cluster971" 1440059 1440090 31 51
"3130" "cluster973" 1441305 1441455 150 51
"3131" "cluster973" 1441705 1441866 161 51
"3132" "cluster974" 1442540 1442826 286 51
"3133" "cluster974" 1443755 1443928 173 51
"3134" "cluster975" 1445790 1446209 419 51
"3135" "cluster985" 1469014 1469354 340 51
"3136" "cluster986" 1472329 1472479 150 51
"3137" "cluster991" 1477793 1478489 696 51
"3138" "cluster991" 1478971 1479521 550 51
"3139" "cluster994" 1482522 1483465 943 51
"3140" "cluster1085" 1642272 1642329 57 51
"3141" "cluster1086" 1642330 1642645 315 51
"3142" "cluster1087" 1642646 1642698 52 51
"3143" "cluster1090" 1643953 1644121 168 51
"3144" "cluster1094" 1646661 1646675 14 51
"3145" "cluster1095" 1646676 1646708 32 51
"3146" "cluster1096" 1646709 1647597 888 51
"3147" "cluster1098" 1652575 1652733 158 51
"3148" "cluster1099" 1652734 1652793 59 51
"3149" "cluster1100" 1652794 1652818 24 51
"3150" "cluster1101" 1652819 1653157 338 51
"3151" "cluster1102" 1655724 1656140 416 51
"3152" "cluster1103" 1657041 1657148 107 51
"3153" "cluster1113" 1664173 1664502 329 51
"3154" "cluster54" 62886 63139 253 52
"3155" "cluster64" 83856 83887 31 52
"3156" "cluster64" 87862 87925 63 52
"3157" "cluster67" 91509 92499 990 52
"3158" "cluster74" 110535 110925 390 52
"3159" "cluster74" 111755 111975 220 52
"3160" "cluster74" 112214 112287 73 52
"3161" "cluster75" 112288 112753 465 52
"3162" "cluster76" 113466 113674 208 52
"3163" "cluster77" 113675 113772 97 52
"3164" "cluster77" 117399 117861 462 52
"3165" "cluster113" 160873 161077 204 52
"3166" "cluster114" 163506 163830 324 52
"3167" "cluster119" 177053 177165 112 52
"3168" "cluster120" 180763 180963 200 52
"3169" "cluster140" 222368 222507 139 52
"3170" "cluster141" 222508 222685 177 52
"3171" "cluster141" 222843 222983 140 52
"3172" "cluster142" 222984 223175 191 52
"3173" "cluster143" 223176 223442 266 52
"3174" "cluster144" 223443 223491 48 52
"3175" "cluster146" 231097 231661 564 52
"3176" "cluster146" 231891 232259 368 52
"3177" "cluster147" 234721 235041 320 52
"3178" "cluster151" 235701 236533 832 52
"3179" "cluster166" 240147 240256 109 52
"3180" "cluster166" 240819 241127 308 52
"3181" "cluster166" 241671 241878 207 52
"3182" "cluster166" 242779 242944 165 52
"3183" "cluster167" 242945 242983 38 52
"3184" "cluster167" 243230 243396 166 52
"3185" "cluster168" 243397 243541 144 52
"3186" "cluster169" 243542 243987 445 52
"3187" "cluster170" 244812 244953 141 52
"3188" "cluster171" 244954 244982 28 52
"3189" "cluster172" 244983 246065 1082 52
"3190" "cluster176" 249138 249356 218 52
"3191" "cluster194" 279013 279100 87 52
"3192" "cluster195" 279101 279131 30 52
"3193" "cluster204" 291666 291845 179 52
"3194" "cluster213" 294077 294927 850 52
"3195" "cluster222" 310772 314268 3496 52
"3196" "cluster257" 349812 350019 207 52
"3197" "cluster259" 354885 355485 600 52
"3198" "cluster261" 359821 359868 47 52
"3199" "cluster262" 359869 360150 281 52
"3200" "cluster283" 393787 394001 214 52
"3201" "cluster283" 394599 394662 63 52
"3202" "cluster284" 394663 395235 572 52
"3203" "cluster293" 409010 409077 67 52
"3204" "cluster294" 409078 409102 24 52
"3205" "cluster295" 409103 409797 694 52
"3206" "cluster295" 411189 411913 724 52
"3207" "cluster295" 412611 412769 158 52
"3208" "cluster297" 417759 418146 387 52
"3209" "cluster299" 419871 420320 449 52
